"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"251",18251,1145.65577476546,1145.65268532251,1059.33591899579,1059.33982572336,1151.29230606154,1151.29415649402,1188.10805150139,1188.11068154705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",18324,1145.65621691988,1145.65305699727,1059.33645740264,1059.34020321324,1151.29275580483,1151.29452944608,1188.10888953406,1188.11142050398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",18397,1145.65664006026,1145.65341268883,1059.3369726563,1059.34056446982,1151.29318620772,1151.29488636002,1188.10969152825,1188.11212723636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",18470,1145.65704500427,1145.65375308453,1059.33746575241,1059.3409101912,1151.29359810193,1151.29522792553,1188.11045903375,1188.11280314973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",18543,1145.65743253439,1145.65407884214,1059.33793764383,1059.34124104544,1151.29399228338,1151.29555480264,1188.11119353373,1188.11344958831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",18616,1145.6578033995,1145.65439059113,1059.33838924243,1059.34155767187,1151.29436951378,1151.295867623,1188.11189644754,1188.11406783768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",18689,1145.65815831623,1145.65468893394,1059.33882142085,1059.34186068235,1151.29473052208,1151.29616699109,1188.11256913351,1188.11465912732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",18762,1145.65849797042,1145.65497444705,1059.33923501424,1059.34215066239,1151.29507600588,1151.29645348541,1188.11321289157,1188.11522463309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",18835,1145.6588230184,1145.6552476822,1059.33963082179,1059.34242817236,1151.29540663278,1151.29672765956,1188.11382896572,1188.11576547956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",18908,1145.65913408828,1145.65550916737,1059.34000960837,1059.34269374851,1151.29572304168,1151.29699004336,1188.11441854648,1188.11628274222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",18981,1145.65943178118,1145.65575940785,1059.34037210593,1059.34294790403,1151.29602584399,1151.29724114382,1188.11498277317,1188.11677744968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",19054,1145.65971667234,1145.6559988872,1059.34071901494,1059.34319113004,1151.29631562484,1151.29748144617,1188.11552273611,1188.11725058563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
